""	13
"interpret"	1
"interpreted"	1
"interrupted"	5
"intersect"	3
"intersected"	2
"intersection"	9
"interspaces"	1
"interstices"	1
"intertropical"	4
"interval"	16
"intervals"	60
"intervene"	2
"intervened"	2
"intervening"	5
"intervention"	1
"intestinal"	1
"intestine"	1
"intestines"	4
"intimate"	3
"intimately"	4
"into"	286
"intricacy"	1
"intricate"	5
"introduce"	1
"introduced"	14
"introducing"	2
"introduction"	11
"introduction--the"	1
"introductory"	1
"intrude"	1
"intruder"	2
"intruders"	2
"intruding"	1
"intrusion"	1
"inundated"	1
"inutility"	3
"invade"	1
"invaded"	4
"invaders"	1
"invading"	1
"invalidity"	1
"invariable"	3
"invariably"	31
"invent"	1
"invented"	1
"invention"	2
"inversion"	1
"invertebrata"	2
"invertebrate"	3
"inverted"	1
"invested"	1
"investigate"	1
"investigating"	1
"investigation"	5
"invoke"	2
"invoked"	1
"involucra"	1
"involuntary"	1
"involved"	3
"inward"	2
"iowa"	1
"iran"	1
"ireland"	2
"iris"	1
"irregular"	13
"irregularities"	1
"irregularly"	6
"irreligion"	1
"irrespective"	1
"irritability"	1
"irritated"	1
"irruption"	1
"irs"	1
"is"	2087
"is--that"	1
"isid"	1
"isidore"	5
"island"	69
"islands"	173
"islands--absence"	2
"isles"	2
"islet"	2
"islets"	5
"isolated"	29
"isolation"	14
"issue"	2
"issued"	1
"issuing"	1
"isthmus"	5
"it"	1536
"italian"	2
"italics"	1
"italy"	2
"ithomia"	7
"its"	526
"itself"	37
"iv"	3
"ix"	2
"j"	15
"j.e"	1
"j.m"	2
"jackal"	1
"jackals"	1
"jacobin"	2
"jalapa"	2
"jan"	1
"janeiro"	2
"january"	1
"japan"	4
"japan--these"	1
"jarred"	1
"java"	4
"jaw"	20
"jaws"	33
"jay"	2
"jelly-fishes"	1
"jelly-like"	1
"jerusalem"	2
"john"	5
"johnston's"	1
"join"	2
"joining"	1
"joins"	1
"joint"	1
"jointed"	6
"joints"	3
"jones"	1
"jones's"	1
"jordain"	1
"jostle"	1
"jourdain"	1
"journal"	5
"journey"	2
"juan"	1
"judge"	20
"judged"	4
"judges"	9
"judging"	10
"judgment"	14
"juice"	5
"jukes"	2
"july"	3
"junction"	2
"juncus"	1
"june"	3
"jungermannia"	1
"jurassic"	1
"jussieu"	4
"just"	40
"just-commenced"	2
"just-hatched"	3
"justement"	1
"justice"	1
"justifiable"	1
"justified"	2
"justly"	7
"k"	1
"kangaroo"	3
"kangaroos"	1
"karl"	1
"kattywar"	4
"keenly"	1
"keep"	18
"keeping"	11
"keeps"	2
"kentucky"	4
"kept"	53
"kerguelen"	2
"kerguelen-land"	1
"kernel"	1
"kestrel"	1
"key"	1
"keyserling"	1
"khan"	1
"kicking"	1
"kidney-bean"	2
"kidney-beans"	2
"kidneys"	2
"kill"	3
"killed"	12
"killing"	2
"kills"	1
"kind"	83
"kind--vertebrae"	1
"kindly"	3
"kindness"	2
"kindred"	2
"kinds"	80
"kinds--the"	1
"king"	2
"kingdom"	18
"kingdoms"	7
"kingdoms--certain"	1
"kingfisher"	1
"kirby"	2
"kitchen"	1
"kitchen-garden"	1
"kitty-wrens,--a"	1
"knew"	5
"knife"	1
"knife-edged"	1
"knight"	4
"knobs"	4
"knot"	3
"know"	102
"knowing"	8
"knowledge"	12
"known"	123
"known--for"	1
"knows"	13
"koala"	1
"kolreuter"	15
"kolreuter's"	1
"koulan"	1
"l"	4
"l'acad"	1
"l'action"	1
"l'appropriant"	1
"l'avenir"	2
"l'ensemble"	1
"l'espece"	2
"l'existence"	1
"l'observation"	1
"l'ordre"	1
"l'organisme"	1
"la"	22
"labellum"	3
"laborious"	2
"laboriously"	2
"labour"	17
"labourious"	1
"labours"	2
"labrador"	2
"lacepede"	1
"laceratus"	2
"lachnanthes"	1
"lacrymans"	3
"lacunae"	1
"lacunae.--spaces"	1
"lacustrine"	3
"laid"	13
"lake"	3
"lake-habitations"	1
"lake-inhabitants"	1
"lakes"	4
"lamarck"	8
"lamb"	1
"lame"	1
"lamellae"	21
"lamellated"	3
"lamellated.--furnished"	1
"lamentin"	1
"lamina"	2
"laminae"	1
"laminated"	1
"lancelet"	6
"lanceolate"	1
"lancet"	1
"land"	96
"land-bird"	1
"land-birds"	2
"land-mollusca"	1
"land-shell"	2
"land-shells"	24
"landed"	1
"landois"	2
"landrail"	1
"lands"	11
"lands--the"	1
"language"	8
"languages"	10
"languishes"	1
"lankester"	4
"lanky"	1
"lapse"	26
"lard"	1
"large"	205
"largely"	54
"largeness"	2
"larger"	71
"largest"	5
"larva"	17
"larvae"	41
"larvae).--the"	1
"larval"	15
"larynx"	4
"larynx.--the"	1
"last"	67
"lasted"	4
"lastly"	27
"lasts"	2
"late"	12
"lately"	40
"latent"	2
"later"	25
"lateral"	6
"latest"	6
"latitude"	15
"latitudes"	5
"latter"	86
"latterly"	1
"laugh"	2
"laugher"	1
"laughter"	1
"laurel"	2
"laurence"	1
"laurentian"	6
"laurentian.--a"	1
"lava-streams"	1
"law"	58
"laws"	81
"laws--unity"	1
"laws.\"--whewell"	1
"lay"	19
"layer"	11
"layers"	8
"laying"	6
"lays"	11
"le"	4
"lead"	25
"leader"	1
"leading"	23
"leads"	26
"leaf"	3
"leaf-climber"	2
"leaf-climbers"	4
"leaf-eating"	2
"leaf-like"	2
"leaflets"	1
"leafstalks"	1
"leafy"	1
"leagues"	1
"lean"	1
"leap"	3
"leaps"	2
"learn"	5
"learned"	7
"learning"	2
"least"	92
"leathery"	1
"leave"	17
"leaves"	43
"leaving"	13
"lebanon"	2
"lecoq"	1
"lecoq's"	1
"lecture"	2
"lectures"	1
"led"	29
"leech"	2
"leeches"	1
"left"	58
"leg"	16
"leg-stripes"	1
"legal"	2
"legally"	1
"legions"	1
"legitimate"	7
"legitimately"	2
"legs"	51
"legume"	1
"leguminosae"	6
"leguminosae.--an"	1
"leibnitz"	3
"leicester"	1
"lemur"	1
"lemuridae.--a"	1
"lends"	1
"length"	68
"lengthened"	2
"lengths"	7
"lengthy"	1
"lens"	11
"lenses"	2
"lepidoptera"	5
"lepidoptera.--an"	1
"lepidosiren"	7
"lepralia"	1
"lepsius"	1
"leptalis"	6
"les"	9
"less"	238
"less-favoured"	2
"lessen"	5
"lessened"	10
"lessens"	1
"lesser"	42
"lesson"	2
"let"	62
"letter"	5
"letters"	10
"level"	35
"levels"	2
"lewes"	4
"li"	1
"liability"	6
"liable"	42
"lias"	1
"lib.2"	1
"library"	1
"license"	14
"licensed"	1
"lichen"	1
"lid"	1
"lie"	12
"lies"	16
"lieu"	2
"life"	349
"life--diversified"	2
"lifetime"	5
"lifetimes"	1
"lifted"	1
"ligament"	1
"ligaments"	1
"light"	39
"light--in"	1
"lighten"	1
"ligurian"	2
"like"	153
"liked"	1
"likely"	20
"likeness"	4
"likewise"	79
"lilies"	1
"limb"	5
"limbs"	31
"lime"	1
"limestone"	1
"limit"	16
"limitation"	3
"limited"	17
"limitee"	1
"limiting"	1
"limits"	14
"limpet"	1
"limpid"	1
"line"	40
"lineal"	6
"linear"	1
"lined"	1
"lines"	47
"lingering"	1
"lingula"	4
"link"	6
"linked"	11
"linking"	8
"links"	47
"links--we"	1
"linnaeus"	5
"linnean"	4
"linum--plants"	1
"lion"	5
"lip"	6
"lips"	3
"liquid"	1
"list"	9
"literal"	1
"literally"	3
"literary"	13
"lithuania"	1
"litter"	2
"little"	152
"littoral"	6
"littoral.--inhabiting"	1
"live"	44
"lived"	37
"lives"	12
"livia"	6
"living"	121
"livingstone"	1
"lizard-like"	1
"lizards"	4
"load"	1
"loaded"	1
"lobe"	1
"lobelia"	6
"lobster"	2
"lobsters"	1
"local"	18
"local--both"	1
"locality"	3
"locally"	3
"located"	4
"locations"	2
"lockwood"	2
"locomotion"	6
"locomotive"	2
"locusts"	8
"loess.--a"	1
"loftier"	1
"loftiest"	2
"lofty"	11
"logan"	3
"loges"	1
"logger"	1
"logger-headed"	5
"logical"	2
"logically"	1
"loins"	3
"london"	4
"long"	272
"long-backed"	1
"long-continued"	22
"long-eared"	1
"long-enduring"	1
"long-haired"	1
"long-horned"	1
"long-horns"	2
"long-legged"	1
"long-lived"	2
"long-lost"	8
"long-past"	2
"long-pointed"	1
"long-run"	2
"long-styled"	3
"long-toed"	1
"longer"	30
"longest"	6
"longevity"	3
"longevity--modifications"	2
"longiflora"	2
"longitude"	1
"look"	88
"looked"	13
"looking"	28
"looks"	2
"loop-like"	2
"loops"	1
"loose"	3
"loosely"	1
"lord"	5
"lose"	2
"loses"	3
"loss"	5
"lost"	45
"lot"	1
"lots"	1
"loudly"	1
"love"	2
"loved"	1
"low"	31
"lowe"	3
"lower"	77
"lowered"	2
"lowest"	22
"lowland"	3
"lowlands"	17
"lowly"	13
"lowly-organised"	2
"lowness"	2
"lubbock"	8
"lucas"	3
"lucida"	1
"lui"	2
"lulls"	1
"luminous"	4
"lund"	2
"lung"	2
"lungs"	9
"lustrous"	1
"luteum"	2
"luxuriance"	1
"luxuriant"	1
"luxuriantly"	1
"lyell"	25
"lyell's"	5
"lying"	7
"lythrum"	3
"m"	37
"m.a"	1
"m.j"	1
"m1"	2
"m10"	1
"m14"	6
"m2"	1
"m3"	1
"m6"	1
"m9"	1
"machine"	3
"machinery"	1
"macleay"	2
"macrauchenia"	4
"made"	98
"madeira"	32
"mag"	1
"magellan"	1
"maggot"	2
"magician's"	1
"magnificent"	1
"magnificently"	1
"magpie"	2
"main"	23
"mainland"	17
"mainland--on"	2
"mainland--the"	1
"mainly"	16
"maintain"	14
"maintained"	23
"maintaining"	1
"maintains"	2
"maize"	8
"majesty"	1
"major"	3
"majority"	17
"make"	74
"makes"	16
"making"	28
"malacca"	1
"malacostraca"	1
"malacostraca.--the"	1
"malacostracan"	1
"malay"	17
"malayan"	3
"malconformations"	1
"male"	62
"male-ass"	1
"males"	61
"malm"	6
"malm's"	1
"malpighiaceae"	4
"malthus"	2
"mamma"	1
"mammae"	7
"mammal"	8
"mammalia"	13
"mammalia.--the"	1
"mammalian"	4
"mammals"	84
"mammals--on"	2
"mammals.--see"	1
"mammary"	7
"mammiferous"	1
"mammiferous.--having"	1
"mammoth"	1
"man"	124
"man's"	24
"man--a"	1
"manatee"	2
"manchester"	2
"mandible"	13
"mandibles"	3
"mandibles.--in"	1
"mane"	2
"manifest"	13
"manifested"	3
"manifestly"	5
"manifests"	2
"manifold"	1
"manipulation"	3
"mankind"	5
"mann"	1
"manner"	200
"manner--of"	1
"manner--reversions"	2
"mantle"	2
"manual"	2
"manufactory"	4
"manufactured"	2
"manufacturing"	2
"manuscript"	1
"manuscripts"	1
"many"	615
"map"	4
"marbled"	1
"march"	1
"marching"	1
"mare"	6
"margin"	7
"marginal"	1
"margins"	2
"marianne"	1
"marine"	40
"mariners"	1
"mark"	8
"marked"	54
"marking"	2
"markings"	2
"marks"	16
"marly"	1
"marriage"	1
"marsh"	2
"marsh-species"	1
"marshall"	2
"marshalled"	1
"marshes"	4
"marshy"	2
"marsupial"	8
"marsupials"	16
"marsupials--should"	1
"marsupials--the"	1
"marsupials.--an"	1
"marsupium"	1
"martens"	2
"martin"	2
"marvel"	8
"marvelled"	1
"marvelling"	1
"marvellous"	6
"masons"	2
"mass"	16
"masses"	6
"massive"	1
"master"	3
"mastered"	2
"masterly"	1
"masters"	18
"masticating"	1
"mastiff"	1
"mastodon"	3
"mastodons"	2
"match"	1
"matched"	2
"matching"	1
"mated"	2
"material"	11
"materials"	13
"maternal"	2
"mathematical"	1
"mathematicians"	2
"matter"	22
"matters"	2
"matteucci"	2
"matthew"	3
"matthew's"	1
"matthews"	1
"matthiola"	2
"mature"	27
"matured"	3
"maturity"	11
"maupertuis"	1
"maurandia"	3
"mauritius"	2
"max"	4
"maxillae"	3
"maxillae.--in"	1
"maxima"	1
"maximum"	7
"may"	675
"may-fly"	1
"mcdonnell"	2
"me"	152
"meadow"	1
"meadows"	1
"meal"	1
"mean"	12
"meaning"	15
"means"	143
"means--dispersal"	2
"meant"	17
"measure"	5
"measured"	11
"measurement"	1
"measurements"	8
"measures"	1
"measuring"	1
"mechanical"	3
"medical"	1
"medicinal"	1
"medico-chirurgical"	1
"meding"	1
"mediterranean"	5
"mediterranean--must"	1
"medium"	7
"medusae"	1
"meet"	20
"meeting"	2
"megatherium"	3
"melan"	1
"melanism"	1
"melanism.--the"	1
"melipona"	12
"melodious"	1
"melon"	1
"melted"	2
"melting"	1
"member"	14
"members"	74
"membrane"	12
"membrane-connected"	1
"membrane-covered"	1
"membrane.--a"	1
"membranes"	3
"membranous"	6
"membre"	1
"meme"	2
"memes"	2
"memoir"	8
"memoirs"	3
"memory"	1
"men"	14
"mental"	15
"mention"	6
"mentioned"	1
"mentions"	1
"merchantibility"	1
"mere"	56
"merely"	24
"merest"	3
"merganetta"	1
"merganser"	1
"merged"	1
"meridians"	1
"merino"	2
"merionethshire"	1
"merits"	1
"merrill"	2
"messorius"	1
"messrs"	2
"met"	10
"metamorphic"	9
"metamorphism"	2
"metamorphosed"	10
"metamorphoses"	5
"metamorphosis"	13
"metaphor"	1
"metaphorical"	4
"metaphorically"	4
"metaphysicians"	1
"meteoric"	2
"method"	7
"methodical"	9
"methodically"	5
"methods"	1
"metropolis"	2
"mexican"	3
"mexico"	1
"miasma"	1
"mica"	1
"mica-schist"	1
"mice"	11
"mice--the"	1
"michael"	2
"micropterus"	1
"microscope"	6
"microscopic"	1
"microscopical"	1
"mid-ocean"	1
"mid-styled"	2
"middle"	14
"middle-aged"	1
"midst"	7
"might"	213
"migrate"	10
"migrate--for"	1
"migrated"	21
"migrates"	1
"migrating"	2
"migration"	45
"migrations"	6
"migratory"	4
"milder"	1
"mile"	1
"miles"	35
"milieu"	1
"milk"	10
"milked"	1
"miller"	3
"millet"	1
"million"	15
"millions"	4
"millionth"	1
"milne"	6
"mimetic"	3
"mimic"	1
"mimicked"	3
"mimickers"	2
"mimicking"	2
"mimicry"	2
"mimulus"	1
"mind"	60
"mind--never"	1
"minds"	4
"mine"	5
"mineral"	1
"mineralogical"	2
"minerals"	1
"mingle"	2
"mingled"	10
"miniature"	1
"minimum"	1
"minority"	1
"minute"	25
"minuteness"	1
"minutes"	1
"miocene"	2
"mirabilis"	2
"miracle"	2
"miracles"	1
"miraculous"	5
"misapprehended"	1
"miscellaneous"	4
"misconstrued"	1
"miserable"	1
"miserably"	1
"mislead"	1
"misled"	2
"misrepresentation"	1
"misrepresented"	1
"missel-thrush"	2
"mission"	4
"mississippi"	3
"mistake"	2
"mistaken"	4
"mistakes"	2
"mistletoe"	5
"mistletoes"	1
"misunderstood"	1
"mites"	1
"mitigate"	1
"mitigated"	1
"mivart"	28
"mivart's"	7
"mixed"	5
"mm"	2
"mock"	1
"mocked"	7
"mockers"	3
"mockery"	1
"mocking"	5
"mocking-thrush"	5
"mode"	8
"model"	1
"moderate"	3
"moderately"	7
"moderation"	1
"modern"	13
"modes"	1
"modification"	170
"modification--absence"	2
"modification--classification"	2
"modification--for"	1
"modification--summary"	2
"modification--that"	1
"modification--the"	1
"modifications"	81
"modified"	209
"modified--the"	1
"modifient"	1
"modify"	17
"modifying"	9
"moins"	1
"moist"	1
"moistened"	1
"moisture"	3
"molar"	1
"molars"	3
"mold"	1
"mole"	2
"molecular"	1
"molecules"	1
"moles"	4
"mollusca"	3
"mollusca.--one"	1
"molluscae"	1
"molluscoidal"	1
"molluscs"	9
"molothrus"	10
"moment"	4
"moment's"	1
"momentous"	1
"mon-parasitic"	1
"monachanthus"	2
"monarch"	1
"monarchs"	1
"monde"	2
"money"	3
"mongrel"	15
"mongrelized"	1
"mongrels"	29
"monkey"	5
"monkeys"	5
"monocotyledonous"	1
"monocotyledons"	2
"monotremes"	1
"mons"	2
"monsters"	6
"monstrosities"	12
"monstrosity"	4
"monstrous"	9
"month"	2
"month's"	1
"months"	5
"monuments"	3
"moquin-tandon"	2
"moraine"	1
"moraines"	3
"moraines.--the"	1
"more"	735
"moreover"	36
"moritz"	2
"morning"	1
"morphological"	9
"morphologie"	1
"morphology"	6
"morphology--embryology--rudimentary"	2
"morphology.--the"	1
"morren"	2
"mortality"	1
"morton's"	1
"moss"	2
"moss-rose"	1
"moss-roses--we"	1
"most"	457
"most--species"	2
"mostly"	5
"motacillae"	1
"moth"	2
"mother"	18
"mother's"	2
"mother-country"	2
"mother-hen"	1
"moths"	8
"motionless"	4
"motive"	1
"motor"	1
"mottled"	2
"mottled-grey"	1
"mould"	2
"moulds"	1
"moults"	1
"mound"	1
"mountain"	24
"mountain-range"	1
"mountain-ranges"	2
"mountain-summit"	1
"mountain-summits"	4
"mountain-varieties"	2
"mountainous"	4
"mountains"	49
"mounting"	1
"mouse"	9
"mouse-duns"	2
"mouth"	33
"mouth--could"	1
"mouths"	7
"movable"	11
"move"	4
"moved"	5
"movement"	17
"movements"	15
"moves"	1
"moving"	1
"mown"	3
"mozart"	2
"mr"	263
"much"	319
"much-curved"	1
"much-folded"	1
"much-isolated"	1
"mud"	12
"muddy"	4
"mulattoes"	1
"mule"	7
"mules"	3
"muller"	25
"multifarious"	1
"multiform"	1
"multiformis"	1
"multiple"	6
"multiples"	2
"multiplication"	9
"multiplied"	6
"multiply"	4
"multiplying"	2
"multitude"	26
"multitudes"	2
"murchison"	4
"murchison's"	1
"murderous"	1
"murie"	2
"murray"	3
"mus"	1
"muscle"	4
"muscles"	9
"muscular"	5
"museum"	4
"museums"	3
"mushrooms"	1
"music"	1
"musical"	3
"muskrat"	1
"mussel"	1
"mussels"	1
"must"	284
"mustela"	2
"mutabile"	1
"mutability"	1
"mutable"	1
"mutation"	3
"mutations"	5
"mutilations"	3
"mutual"	30
"mutually"	8
"my"	105
"myanthus"	2
"mylodon"	1
"myriads"	1
"myrmecocystus"	2
"myrmica"	3
"myself"	25
"mysis"	1
"mysis-stage"	1
"mysis-stage.--a"	1
"mysteries"	1
"mysterieuse"	1
"mysterious"	5
"mystery"	2
"mystical"	1
"n"	3
"n14"	2
"nageli"	2
"nageli's"	2
"nail"	1
"nails"	5
"naked"	10
"name"	11
"named"	12
"namely"	126
"names"	5
"narrow"	13
"nasal"	2
"nascent"	15
"nascent.--commencing"	1
"nat"	4
"natal"	1
"natatory"	1
"natatory.--adapted"	1
"nathusius"	2
"nation"	1
"nations"	1
"native"	21
"natives"	9
"natur-philosophie"	1
"natura"	4
"natural"	529
"naturalisation"	7
"naturalisation--action"	2
"naturalised"	35
"naturalising"	1
"naturalist"	37
"naturalists"	95
"naturalists--namely"	1
"naturalized"	1
"naturally"	36
"nature"	320
"nature's"	3
"nature--struggle"	2
"nature--were"	1
"naturforscher"	1
"naturhist"	1
"naudin"	5
"nauplii"	1
"nauplius"	2
"nauplius-form"	3
"nauplius-form.--the"	1
"nautilus"	4
"naval"	1
"navel-frequenting"	1
"navels"	1
"nay"	1
"near"	38
"nearer"	8
"nearest"	31
"nearly"	167
"nearness"	1
"neatly"	4
"necessarily"	42
"necessary"	52
"necessity"	9
"neck"	11
"neck--and"	1
"necks"	4
"nectar"	23
"nectar-feeding"	1
"nectaries"	2
"nectarine"	1
"nectarines"	1
"nectary"	2
"need"	21
"needed"	1
"needful"	1
"needle"	1
"needlessly"	1
"negative"	1
"neglect"	1
"neglected"	4
"negligence"	1
"negro"	1
"negroes"	2
"neighbourhood"	4
"neighbouring"	6
"neighbours"	2
"neilgherrie"	1
"neither"	14
"nelumbium"	3
"neotoma"	1
"nerve"	11
"nerves"	14
"nervous"	7
"nervures"	1
"nest"	57
"nest--i"	1
"nestling"	3
"nestlings"	2
"nests"	33
"nettles"	1
"network"	1
"neuration"	2
"neuration.--the"	1
"neuter"	12
"neuter-insects"	2
"neuters"	14
"neuters.--imperfectly"	1
"neutral"	2
"neutralise"	1
"neutralize"	1
"never"	103
"nevertheless"	39
"new"	302
"new--at"	1
"new--would"	1
"newby"	1
"newer"	2
"newly"	2
"newly-acquired"	3
"newly-formed"	3
"newly-germinated"	1
"newly-hatched"	1
"newman"	3
"newsletter"	1
"newton"	5
"newts"	3
"next"	17
"niata"	2
"niatas"	1
"nicely"	2
"nicely-balanced"	1
"nicotiana"	5
"nictitating"	2
"nidification"	1
"niggard"	2
"night"	1
"nightly"	2
"nigra"	1
"nine"	10
"nine-tenths"	1
"nineteen"	2
"ninety"	3
"ninety-eight"	2
"ninety-four"	2
"ninety-nine"	1
"ninth"	1
"nipple"	2
"nitsche"	1
"nitsche--naturalists"	1
"no"	450
"noble"	6
"nocturnal"	1
"nodules"	2
"non"	7
"non-inheritance"	1
"non-parasitic"	1
"none"	20
"nonproprietary"	1
"nor"	74
"norfolk"	1
"normal"	8
"normally"	3
"north"	76
"northern"	41
"northward"	7
"northwards"	1
"northwest"	1
"norway"	5
"norwegian"	2
"nos"	1
"nostril"	1
"nostrils"	4
"not"	1173
"note"	4
"noted"	2
"notes"	2
"nothing"	45
"notice"	16
"noticed"	8
"noticing"	1
"notifies"	1
"notion"	2
"notorious"	11
"notoriously"	4
"notwithstanding"	10
"nourished"	6
"nourishment"	5
"nous"	1
"nouvelles"	1
"nova"	2
"novelty"	2
"november"	2
"now"	296
"nowhere"	5
"noxious"	1
"nucleus"	1
"nucula"	1
"nuisance"	1
"number"	266
"number--on"	3
"numbered"	3
"numberless"	3
"numbers"	91
"numbers--and"	1
"numerical"	4
"numerically"	3
"numerous"	86
"nuptial"	1
"nurserymen"	4
"nut"	1
"nuthatch"	3
"nutlets"	1
"nutriment"	11
"nutrition"	1
"nutritious"	6
"o14"	3
"oak"	6
"oak-tree"	1
"oaks"	4
"oars"	1
"oat"	2
"oatmeal"	1
"obedience"	2
"obey"	1
"object"	22
"object-glass"	1
"objected"	14
"objection"	18
"objections"	32
"objects"	24
"objects--will"	1
"obligation"	1
"obligations"	1
"obliged"	1
"obliquely"	2
"obliterated"	5
"obliteration"	1
"obscure"	13
"obscured"	7
"obscurity"	2
"observation"	3
"observation--perhaps"	1
"observations"	22
"observe"	6
"observed"	56
"observed--and"	1
"observer"	14
"observers"	11
"observers--of"	1
"observes"	3
"observing"	2
"obsolete"	1
"obstacles"	1
"obstinacy"	1
"obstinately"	1
"obtain"	12
"obtained"	5
"obtaining"	5
"obvious"	26
"obviously"	8
"occasion"	3
"occasional"	46
"occasionally"	67
"occasionally--perhaps"	1
"occasions"	2
"occult"	1
"occupied"	13
"occupies"	1
"occupy"	5
"occur"	66
"occurred"	45
"occurred--if"	1
"occurrence"	12
"occurring"	10
"occurs"	16
"ocean"	29
"ocean--these"	1
"ocean-currents"	1
"oceanic"	45
"oceans"	15
"ocelli"	5
"ocelli.--the"	1
"odd-toed"	1
"oddest"	1
"oddly"	1
"odious"	1
"odours"	2
"oenas"	1
"oesophagus"	3
"oesophagus--a"	1
"oesophagus.--the"	1
"of"	10531
"off"	32
"offence"	1
"offer"	23
"offered"	2
"offers"	7
"office"	4
"official"	3
"officinalis"	1
"offsets"	1
"offspring"	117
"often"	259
"oftener"	3
"oftenest"	12
"oil"	1
"oil-bearing"	1
"oil-gland"	2
"oken"	1
"old"	91
"older"	31
"oldest"	15
"oleaeformis"	1
"omitted"	3
"on"	1921
"on--of"	1
"once"	77
"once.\"--butler"	1
"one"	795
"one's"	1
"one--the"	1
"one-eighteenth"	1
"one-fifth"	2
"one-fourth"	1
"one-hundredths"	1
"one-seeded"	1
"one-third"	1
"ones"	13
"onion"	1
"onites"	2
"online"	3
"only"	343
"ononis"	1
"onto"	1
"onward"	3
"onwards"	4
"oolitic"	1
"oolitic.--a"	1
"open"	41
"opened"	4
"opening"	4
"opens"	1
"operation"	3
"operations"	1
"opercular"	2
"operculum"	2
"operculum.--a"	1
"ophiurians"	1
"opinion"	16
"opinions"	2
"opossums"	2
"opponents"	2
"opportunities"	2
"opportunity"	4
"opposed"	19
"opposite"	37
"opposition"	9
"optic"	5
"optical"	5
"optics).--in"	1
"or"	1727
"orbit"	3
"orbit.--the"	1
"orchard"	2
"orchid"	4
"orchidaceous"	2
"orchidean"	1
"orchids"	17
"orchis"	2
"ordained"	1
"order"	100
"ordered"	1
"orderly"	1
"orders"	42
"ordinary"	70
"organ"	98
"organic"	173
"organisation"	88
"organisation--low"	2
"organisations"	3
"organised"	20
"organism"	36
"organism--the"	1
"organism.--an"	1
"organisms"	45
"organized"	1
"organs"	216
"organs--and"	1
"organs--of"	1
"orifice"	3
"orifices"	2
"origin"	66
"origin--instincts"	2
"origin--natural"	2
"origin--principles"	2
"original"	34
"originally"	29
"originate"	2
"originated"	10
"originator"	1
"ornament"	1
"ornamental"	1
"ornaments"	1
"ornithologist"	2
"ornithologists"	2
"ornithorhynchus"	7
"ornithorhynchus--among"	1
"ornithorhyncus"	1
"orthospermous"	2
"orthospermous.--a"	1
"oscillating"	1
"oscillation"	1
"oscillations"	14
"osculant"	2
"osculant.--forms"	1
"ossified"	2
"osteological"	1
"ostrich"	14
"oswald"	2
"other"	949
"other's"	2
"other--and"	1
"other--for"	1
"other--have"	1
"others"	110
"otherwise"	15
"otter"	2
"ou"	2
"ought"	58
"ounces"	2
"our"	332
"ours"	1
"ourselves"	5
"out"	100
"out--on"	1
"outdated"	1
"outer"	16
"outermost"	1
"outlast"	1
"outline"	4
"outlying"	3
"outnumbered"	1
"outside"	4
"ouzel"	1
"ova"	8
"ova.--eggs"	1
"oval"	1
"ovaria"	2
"ovaries"	2
"ovarium"	9
"ovary"	5
"over"	125
"overcome"	2
"overflow"	1
"overflows"	1
"overlook"	4
"overlooked"	6
"overlying"	3
"overmastered"	3
"overrate"	2
"overrated"	2
"overthrow"	2
"overtop"	2
"overtopping"	1
"overweening"	1
"overwhelmed"	1
"overwhelming"	1
"ovigerous"	7
"ovigerous.--egg-bearing"	1
"ovipositor"	1
"ovule"	4
"ovules"	11
"ovum"	1
"owe"	5
"owed"	2
"owen"	26
"owen's"	3
"owes"	1
"owing"	46
"owls"	1
"own"	97
"owned"	1
"owner"	6
"owners"	1
"owns"	2
"ox"	3
"oxalis"	3
"oxen"	5
"oysters"	1
"p"	5
"p14"	3
"pachyderms"	5
"pachyderms.--a"	1
"pacific"	12
"pacini"	2
"packet"	1
"paddle"	1
"paddles"	2
"page"	24
"pages"	4
"paid"	11
"pain"	2
"pains"	5
"paint-root"	3
"painter"	1
"pair"	20
"paired"	1
"pairing"	1
"pairs"	6
"palaeontological"	8
"palaeontologist"	6
"palaeontologists"	15
"palaeontologists--for"	1
"palaeontology"	5
"palaeozoic"	23
"palaeozoic.--the"	1
"palate"	7
"palate--that"	1
"pale-coloured"	1
"paley"	2
"pallas"	4
"pallasian"	1
"palm"	3
"palms"	2
"palpi"	2
"palpi.--jointed"	1
"paltry"	1
"pamphlet"	1
"panama"	3
"pander"	1
"panicle"	1
"papaver"	2
"paper"	12
"papers"	3
"paperwork"	1
"papilionaceae.--an"	1
"papilionaceous"	3
"papilla"	2
"pappus"	1
"par"	1
"parachute"	1
"parade"	1
"paradise"	1
"paradox"	2
"paradoxical"	2
"paragraph"	12
"paragraphs"	5
"paraguay"	6
"parallel"	18
"parallel-sided"	1
"paralleled"	1
"parallelism"	21
"paralysed"	1
"paramount"	3
"parasite"	5
"parasite.--an"	1
"parasites"	5
"parasitic"	23
"parcel"	2
"parcels"	1
"pared"	1
"parent"	80
"parent--are"	1
"parent--explains"	2
"parent--say"	1
"parent-form"	15
"parent-forms"	5
"parent-source"	1
"parent-species"	23
"parent-species--as"	1
"parent-stock"	1
"parent-stocks"	4
"parentage"	3
"parental"	2
"parents"	57
"parents--and"	1
"parents--in"	1
"parents--may"	1
"parime"	1
"paris"	1
"parsley"	1
"part"	231
"partake"	6
"partakes"	1
"parthenogenesis"	4
"parthenogenesis.--the"	1
"parthenogenetic"	1
"partial"	5
"partially"	11
"particle"	2
"particles"	3
"particular"	36
"particularly"	8
